Date,EU27
1980-07-24,1755.354583002083
1980-07-25,1973.690648318231
1980-07-26,1922.2616275140847
1980-07-27,1458.3504706465037
1980-07-28,1687.2693008846832
1980-07-29,1987.597532127484
1980-07-30,1763.8127136950477
1980-07-31,1473.2369282265709
1980-08-01,1441.7026668382557
1980-08-02,1544.7714569217862
1980-08-03,1572.4943240631796
1980-08-04,1695.0885670724017
1980-08-05,2268.2921704617497
1980-08-06,2229.9618311118456
1980-08-07,1756.390306770042
1980-08-08,1459.353217666007
1980-08-09,1507.6003750075706
1980-08-10,1303.9660376149473
1980-08-11,1381.6635495378243
1980-08-12,2023.2831822561905
1980-08-13,1634.314706896475
1980-08-14,1540.2277169874758
1980-08-15,1875.9240853114784
1980-08-16,1595.8494982655805
1980-08-17,1526.6820949292676
1980-08-18,1498.782962377757
1980-08-19,1519.9335067718262
1980-08-20,2305.896126218869
1980-08-21,2977.052815341529
1980-08-22,2840.4945123413
1980-08-23,2386.073496136441
1980-08-24,2012.9744229544865
1980-08-25,1711.2747789666898
1980-08-26,1341.992966118521
1980-08-27,1222.1014539388968
1980-08-28,1339.35744206203
1980-08-29,1554.2420306273025
1980-08-30,2316.6953258799667
1980-08-31,2104.290857383617
1980-09-01,1749.097309188162
1980-09-02,1639.3486943144676
1980-09-03,1628.3752282127068
1980-09-04,1439.97257699919
1980-09-05,1461.717130779338
1980-09-06,1618.513790198772
1980-09-07,1527.2724018462277
1980-09-08,1732.8065855943255
1980-09-09,1774.332386862156
1980-09-10,2202.585648607701
1980-09-11,2691.5751851983764
1980-09-12,2370.9301085814577
1980-09-13,2671.5341369316457
1980-09-14,2564.116406348862
1980-09-15,1818.9609104534327
1980-09-16,1344.7157451912967
1980-09-17,1737.9333481987223
1980-09-18,1393.91959457413
1980-09-19,1609.811025813491
1980-09-20,1602.499810024006
1980-09-21,1397.6510058569763
1980-09-22,1165.6596975887085
1980-09-23,1062.166787318317
1980-09-24,952.6185706594692
1980-09-25,1002.0174540739432
1980-09-26,1054.1703879384404
1980-09-27,1040.9253101527584
1980-09-28,1123.561086326614
1980-09-29,1127.7132401287697
1980-09-30,1751.377739879012
1980-10-01,1855.4748827356896
1980-10-02,1987.0142922083865
1980-10-03,1421.4214904288865
1980-10-04,1346.6720211449508
1980-10-05,1352.3675606983204
1980-10-06,1999.8633798945864
1980-10-07,2968.319787886149
1980-10-08,2818.95973821346
1980-10-09,1910.3109332783072
1980-10-10,2031.6525863041943
1980-10-11,2299.1695506946307
1980-10-12,1891.501466373048
1980-10-13,1800.3757578653524
1980-10-14,1587.0565771790646
1980-10-15,1582.0249558624894
1980-10-16,2084.446110555868
1980-10-17,2417.297673592754
1980-10-18,2298.898754153281
1980-10-19,2107.8637137671967
1980-10-20,1919.4100568947936
1980-10-21,1689.175394189264
1980-10-22,1747.982600544131
1980-10-23,2233.137491864221
1980-10-24,2667.265170299052
1980-10-25,2285.1016875470245
1980-10-26,1706.914955731879
1980-10-27,2253.3828049850845
1980-10-28,2466.6072951191563
1980-10-29,2766.231717124811
1980-10-30,2045.0583813389137
1980-10-31,1502.9577238474528
1980-11-01,2233.254731214236
1980-11-02,2420.319452466673
1980-11-03,1863.297506038513
1980-11-04,1731.4895313765076
1980-11-05,2195.582585321456
1980-11-06,2392.0543978382707
1980-11-07,1600.3227948669996
1980-11-08,1273.461266059311
1980-11-09,1446.4999848702228
1980-11-10,1532.6593439918968
1980-11-11,1862.3041383265024
1980-11-12,1931.9018505223928
1980-11-13,2026.038081406
1980-11-14,2369.9798961897964
1980-11-15,2683.02460648846
1980-11-16,2931.468393505479
1980-11-17,2722.9842325809805
1980-11-18,2930.3205685659523
1980-11-19,2379.9542519503693
1980-11-20,2089.3312901030145
1980-11-21,2452.4178750117726
1980-11-22,2400.671968592216
1980-11-23,2430.4262811430503
1980-11-24,1998.151744523436
1980-11-25,1954.9432906344127
1980-11-26,1799.0761039367403
1980-11-27,2253.813353334852
1980-11-28,1965.497109380616
1980-11-29,2458.3820773664897
1980-11-30,3242.3996465658583
1980-12-01,2364.01484594404
1980-12-02,2181.6220386601003
1980-12-03,2232.9156755950394
1980-12-04,2116.869353506368
1980-12-05,2150.158055401098
1980-12-06,2369.8518929017737
1980-12-07,1602.3154849703203
1980-12-08,1986.94874911916
1980-12-09,2620.714682072827
1980-12-10,2925.3942337730323
1980-12-11,2779.896424281465
1980-12-12,2173.1471836780784
1980-12-13,2616.252802891205
1980-12-14,2692.4001917631217
1980-12-15,2856.3437169088684
1980-12-16,2157.628829364474
1980-12-17,2074.966230724076
1980-12-18,2225.3946716232263
1980-12-19,1951.6393183972807
1980-12-20,2509.755464293024
1980-12-21,1884.92670459935
1980-12-22,2057.939215106504
1980-12-23,2581.1878554398822
1980-12-24,2224.5561363999504
1980-12-25,2310.527414275993
1980-12-26,2110.0349209495125
1980-12-27,1883.779726645004
1980-12-28,2453.526121459124
1980-12-29,2337.3202143545222
1980-12-30,2243.671160682858
1980-12-31,2601.1237007872624
1981-01-01,3226.7231331920875
1981-01-02,3058.8639048535083
1981-01-03,3259.0472814738705
1981-01-04,2820.8021351683456
1981-01-05,2630.920095294169
1981-01-06,1794.809430695086
1981-01-07,1794.7155925105144
1981-01-08,2032.1953392394348
1981-01-09,2228.347612493987
1981-01-10,1736.4823666778784
1981-01-11,1738.550243507521
1981-01-12,2229.862580443046
1981-01-13,2428.402476782925
1981-01-14,3024.9333101833863
1981-01-15,3413.0476477494185
1981-01-16,2975.1891212579712
1981-01-17,2422.545062002106
1981-01-18,1533.3790439332636
1981-01-19,2330.0547191288238
1981-01-20,2078.357601415704
1981-01-21,1842.0647334597625
1981-01-22,1856.049879285888
1981-01-23,1457.800974372519
1981-01-24,1617.8990139077764
1981-01-25,2123.8201375213143
1981-01-26,1799.6879797097608
1981-01-27,1633.1084449225834
1981-01-28,1542.770697115052
1981-01-29,1494.5920889167787
1981-01-30,1579.1049311775805
1981-01-31,1861.9656061030264
1981-02-01,2128.515635176844
1981-02-02,2313.6601755573247
1981-02-03,2880.681387109347
1981-02-04,2651.1410229633784
1981-02-05,2476.836349207052
1981-02-06,2340.077776108292
1981-02-07,2632.86342818427
1981-02-08,2433.935715555801
1981-02-09,1404.5766477503355
1981-02-10,2217.57779157922
1981-02-11,2223.6569978168923
1981-02-12,1433.230687268931
1981-02-13,1375.422352579582
1981-02-14,1424.7493025731487
1981-02-15,1418.2021608447092
1981-02-16,1277.1318239453612
1981-02-17,1525.861426347663
1981-02-18,1786.7547698114702
1981-02-19,1677.9247280664458
1981-02-20,1335.0052437692448
1981-02-21,1076.5461698762092
1981-02-22,1459.9214018199325
1981-02-23,1407.1212668303356
1981-02-24,1386.9288709632915
1981-02-25,1412.3491548451536
1981-02-26,1906.3974629345369
1981-02-27,2879.3324099581623
1981-02-28,2903.842532909516
1981-03-01,1979.252202118656
1981-03-02,1574.8844396724603
1981-03-03,1464.9291566094748
1981-03-04,1283.484820793077
1981-03-05,1441.9592469032882
1981-03-06,1699.9521025891468
1981-03-07,2521.6574711148523
1981-03-08,2807.468339289207
1981-03-09,2672.533383714115
1981-03-10,2021.875729419033
1981-03-11,2842.5461604872785
1981-03-12,2416.931601889989
1981-03-13,1895.2119673038835
1981-03-14,2112.5344917825946
1981-03-15,1447.4923471764191
1981-03-16,1159.6007163941697
1981-03-17,1254.9810302085518
1981-03-18,1828.6177286520708
1981-03-19,2877.123871494421
1981-03-20,2101.6047556421468
1981-03-21,2407.736395746156
1981-03-22,3068.8055030598125
1981-03-23,2449.2293778665644
1981-03-24,2730.262584864501
1981-03-25,2036.43079618479
1981-03-26,2200.4275011484174
1981-03-27,2293.3112133510394
1981-03-28,2251.1754377067973
1981-03-29,2484.908933519884
1981-03-30,1824.1531685208297
1981-03-31,2141.245283667952
1981-04-01,1952.3400574981567
1981-04-02,1765.995841093343
1981-04-03,1526.2249794447764
1981-04-04,1345.3519812041247
1981-04-05,1209.731027681942
1981-04-06,1283.391468275054
1981-04-07,1325.6068757697246
1981-04-08,1246.9745593499058
1981-04-09,1424.5621071928706
1981-04-10,1876.188626674623
1981-04-11,1937.3578766284293
1981-04-12,1598.2338509731312
1981-04-13,1960.0377967487757
1981-04-14,2027.02244689989
1981-04-15,1772.9496437694995
1981-04-16,2206.50353996915
1981-04-17,2282.0237464690013
1981-04-18,2044.580551870543
1981-04-19,1934.7213262503224
1981-04-20,1887.2338360695624
1981-04-21,2383.115401034301
1981-04-22,2162.971690240463
1981-04-23,1397.105001664357
1981-04-24,1639.3972015297584
1981-04-25,1874.480530898599
1981-04-26,2223.226504052768
1981-04-27,2316.97691850531
1981-04-28,2290.218271869755
1981-04-29,1969.3406996431
1981-04-30,2631.190952633073
1981-05-01,2406.967913141747
1981-05-02,2130.231769093979
1981-05-03,1883.1399591785384
1981-05-04,2190.5174750179804
1981-05-05,1924.7104375370188
1981-05-06,2042.0823725445468
1981-05-07,2341.023040822517
1981-05-08,2097.156757580354
1981-05-09,2164.921121544577
1981-05-10,2599.993779747478
1981-05-11,2843.630391642387
1981-05-12,2098.234890218456
1981-05-13,1745.5545231277672
1981-05-14,1587.469658798017
1981-05-15,1593.885376279076
1981-05-16,1820.7375103020645
1981-05-17,1576.1127563735174
1981-05-18,1601.4754880636
1981-05-19,1715.2599653971422
1981-05-20,1884.842779447468
1981-05-21,2055.2203230914306
1981-05-22,1924.5221970049813
1981-05-23,1618.8831386637
1981-05-24,1821.302026115021
1981-05-25,1917.909233978488
1981-05-26,1866.323759140504
1981-05-27,2261.9685521154893
1981-05-28,1889.2207302417496
1981-05-29,1432.9463580143845
1981-05-30,1373.4994571900718
1981-05-31,1502.3294264328524
1981-06-01,1603.3233477732813
1981-06-02,1707.6232392137745
1981-06-03,1655.332686761125
1981-06-04,2123.7381086980045
1981-06-05,2042.490708194864
1981-06-06,1645.1834151285836
1981-06-07,1764.2595813059406
1981-06-08,1866.9307263641813
1981-06-09,2033.7459998716704
1981-06-10,2079.780467433917
1981-06-11,1828.7726824153715
1981-06-12,2174.543471946221
1981-06-13,2078.2898750964487
1981-06-14,2166.7241087028087
1981-06-15,2061.270289855154
1981-06-16,2518.516093007814
1981-06-17,2164.0652966939024
1981-06-18,2151.584098063673
1981-06-19,1694.400176045604
1981-06-20,1471.139703802144
1981-06-21,1751.313730594796
1981-06-22,1781.2166017119964
1981-06-23,1781.1229738290458
1981-06-24,1265.9633506225905
1981-06-25,1353.1256566922814
1981-06-26,1469.6685377809986
1981-06-27,1524.3234201645255
1981-06-28,1803.798004921012
1981-06-29,2788.8019152347583
1981-06-30,2751.610479462759
1981-07-01,2318.853693499221
1981-07-02,1775.427101254926
1981-07-03,2193.172054732363
1981-07-04,2183.4541371149403
1981-07-05,1590.706598633438
1981-07-06,1669.0275709042198
1981-07-07,1592.545766652346
1981-07-08,1567.7717980875968
1981-07-09,1654.074824209732
1981-07-10,1697.2109097053878
1981-07-11,1531.4948961154778
1981-07-12,1591.3022018993915
1981-07-13,1492.7665965040462
1981-07-14,1664.0439812143686
1981-07-15,1691.3643520241078
1981-07-16,1621.3200407397603
1981-07-17,2001.3382968640385
1981-07-18,1876.706886974333
1981-07-19,2329.748769386222
1981-07-20,1997.5748844382224
1981-07-21,1915.7558476117288
1981-07-22,1812.642801543723
1981-07-23,1967.388623022832
1981-07-24,1979.9158128583344
1981-07-25,1951.205827614036
1981-07-26,2159.8704930468184
1981-07-27,2352.7736033029
1981-07-28,1736.2469071093485
1981-07-29,1626.8482976657117
1981-07-30,1835.2705454279424
1981-07-31,1690.115658183319
1981-08-01,1597.154757017515
1981-08-02,1409.0163853910249
1981-08-03,1435.457683716359
1981-08-04,1490.7171369333971
1981-08-05,1545.834063344595
1981-08-06,1524.3063861191972
1981-08-07,1398.9699445378312
1981-08-08,1286.681461210257
1981-08-09,1296.4485851613692
1981-08-10,1429.5276559139677
1981-08-11,1388.4393085496588
1981-08-12,1322.7798580631702
1981-08-13,1307.1745225574189
1981-08-14,1290.1464082766463
1981-08-15,1289.9844071772195
1981-08-16,1926.8976714267685
1981-08-17,1944.0096643796585
1981-08-18,1775.111279059354
1981-08-19,1757.3781144849108
1981-08-20,2344.730644837892
1981-08-21,2192.0750231032243
1981-08-22,1854.941712843224
1981-08-23,1879.320819807625
1981-08-24,1760.558723892775
1981-08-25,1733.8940887511435
1981-08-26,1807.1853966162705
1981-08-27,2113.656159767096
1981-08-28,1709.6685287883888
1981-08-29,1319.9940486960252
1981-08-30,1116.1857220715583
1981-08-31,1096.910386294512
1981-09-01,1085.3475381831447
1981-09-02,1188.8996112681418
1981-09-03,1426.660837572547
1981-09-04,1671.600492229681
1981-09-05,1408.1594495081515
1981-09-06,1314.993277798611
1981-09-07,1415.990740344521
1981-09-08,1373.583295310419
1981-09-09,1070.8419241370257
1981-09-10,1205.4131143871944
1981-09-11,1303.6456345890206
1981-09-12,1277.1848509626911
1981-09-13,1620.6517893960322
1981-09-14,1420.7172482420228
1981-09-15,1400.263208237786
1981-09-16,1423.158275295296
1981-09-17,1185.2262438618704
1981-09-18,1837.1335602012548
1981-09-19,1587.5482219869807
1981-09-20,2318.6321317935594
1981-09-21,1911.515322553244
1981-09-22,1546.0450482009353
1981-09-23,1640.508702999418
1981-09-24,1827.0179692494628
1981-09-25,1972.8220918245945
1981-09-26,2467.80413107071
1981-09-27,1906.194674754964
1981-09-28,1561.0262047832075
1981-09-29,1693.4888859300493
1981-09-30,1648.833400928259
1981-10-01,1901.904223766114
1981-10-02,1893.972551729632
1981-10-03,2509.549383354608
1981-10-04,2643.3361040365703
1981-10-05,1909.79799420884
1981-10-06,2094.4123860486297
1981-10-07,2738.294639680092
1981-10-08,2334.998673239091
1981-10-09,2394.113440545816
1981-10-10,2687.706198412363
1981-10-11,2931.9941222493653
1981-10-12,2287.7073650035463
1981-10-13,2641.765967480966
1981-10-14,2069.454529161602
1981-10-15,1525.9852047492502
1981-10-16,1619.988071216334
1981-10-17,1435.605618771553
1981-10-18,1496.12562404108
1981-10-19,1681.6915990509017
1981-10-20,2419.308183920401
1981-10-21,1559.7374459140285
1981-10-22,1425.3381491683135
1981-10-23,1198.9487401207125
1981-10-24,1478.4205630349115
1981-10-25,1817.8683476208569
1981-10-26,1753.433399166044
1981-10-27,1707.7635525343958
1981-10-28,2040.5955722996289
1981-10-29,2553.658150260998
1981-10-30,2097.721728082929
1981-10-31,2527.08173084722
1981-11-01,2196.990026328538
1981-11-02,2477.547670859077
1981-11-03,1522.4651508555005
1981-11-04,1681.625393300228
1981-11-05,1997.765757893105
1981-11-06,2239.4200335791984
1981-11-07,1701.095586751985
1981-11-08,1488.419696541078
1981-11-09,1368.6178587148938
1981-11-10,1933.8699773407727
1981-11-11,2417.466487228839
1981-11-12,1578.991239213007
1981-11-13,2096.7753361924388
1981-11-14,2235.520767614686
1981-11-15,1563.341395081135
1981-11-16,1812.4800799032769
1981-11-17,2110.171138354575
1981-11-18,2127.724622862424
1981-11-19,1924.947891418465
1981-11-20,2300.8956804846243
1981-11-21,2320.18168647145
1981-11-22,2329.981404441058
1981-11-23,2346.623227760231
1981-11-24,2522.196304398161
1981-11-25,2747.577074547741
1981-11-26,2355.0588398481823
1981-11-27,2655.351039684884
1981-11-28,2224.619593446328
1981-11-29,2042.5924468673704
1981-11-30,2218.023425790295
1981-12-01,2464.554054067747
1981-12-02,1459.0469381786102
1981-12-03,1883.5934744579547
1981-12-04,2880.178647171818
1981-12-05,2491.7653871221264
1981-12-06,1849.7620063709112
1981-12-07,2213.9987380320563
1981-12-08,2388.277544707719
1981-12-09,2515.952407340747
1981-12-10,1898.2799954530929
1981-12-11,1938.3335249529955
1981-12-12,2236.608003860477
1981-12-13,2716.034137788641
1981-12-14,2901.202691242339
1981-12-15,2005.5186506983885
1981-12-16,1693.297928544246
1981-12-17,1593.490888869915
1981-12-18,2144.597141241012
1981-12-19,2349.085163087737
1981-12-20,1931.944069977908
1981-12-21,1948.478707123804
1981-12-22,1863.3454640831708
1981-12-23,1670.0844479711377
1981-12-24,1784.2384545592458
1981-12-25,1629.5844451812509
1981-12-26,1503.478178267867
1981-12-27,1598.6498267921702
1981-12-28,2175.4991398557777
1981-12-29,3018.196063586249
1981-12-30,2948.348486041572
1981-12-31,2800.8947970785102
1982-01-01,1676.587934908512
1982-01-02,1946.637602263032
1982-01-03,2684.6116596390607
1982-01-04,3007.396517877109
1982-01-05,2782.659396400953
1982-01-06,3086.656372483721
1982-01-07,2409.4133262291616
1982-01-08,2133.405974760234
1982-01-09,1769.1866215891214
1982-01-10,2040.2780993432305
1982-01-11,1690.7582620303276
1982-01-12,1636.7365308381943
1982-01-13,1884.0907712369888
1982-01-14,2058.1801615678164
1982-01-15,1913.5650747863524
1982-01-16,1831.047967321639
1982-01-17,1418.999638872806
1982-01-18,1346.5186683159318
1982-01-19,1283.0894946803055
1982-01-20,1306.1377837790833
1982-01-21,1221.0652507877537
1982-01-22,1329.0657222475727
1982-01-23,1181.528827649068
1982-01-24,1196.4678234054886
1982-01-25,1952.6378134855383
1982-01-26,2709.443401935839
1982-01-27,2041.709228616407
1982-01-28,2361.971535053973
1982-01-29,2744.3208585867587
1982-01-30,2975.7741837902654
1982-01-31,2512.8759752187225
1982-02-01,1772.0528713642616
1982-02-02,2078.0898658028664
1982-02-03,2211.12113743774
1982-02-04,1911.039974305388
1982-02-05,1785.699730047562
1982-02-06,1982.68041995463
1982-02-07,1540.9352016916962
1982-02-08,1559.4970678412813
1982-02-09,1725.3163718281237
1982-02-10,1994.237653501989
1982-02-11,1905.9280116689183
1982-02-12,1729.2660762992184
1982-02-13,1969.90719621912
1982-02-14,1218.1451330861976
1982-02-15,1499.7315749326426
1982-02-16,1446.9326780116533
1982-02-17,1648.8189033419685
1982-02-18,1714.8172442902094
1982-02-19,1812.101285928925
1982-02-20,1795.837314166552
1982-02-21,1839.785626944936
1982-02-22,1962.698661970275
1982-02-23,1454.47029863694
1982-02-24,1183.9403998928624
1982-02-25,1530.8807904762402
1982-02-26,1539.8257202074135
1982-02-27,1716.277708083169
1982-02-28,1997.877206360917
1982-03-01,2893.789630699254
1982-03-02,3002.5029463580686
1982-03-03,3119.552199969298
1982-03-04,3021.1973206999983
1982-03-05,2337.429778828895
1982-03-06,2023.6752780321624
1982-03-07,2261.493127131095
1982-03-08,1665.0696505729063
1982-03-09,1475.9215391163714
1982-03-10,2864.6203383888587
1982-03-11,3288.5075200072924
1982-03-12,2868.887395633416
1982-03-13,2498.775482695047
1982-03-14,2439.8016820778407
1982-03-15,2721.755867778265
1982-03-16,2784.011834084936
1982-03-17,2214.100363545568
1982-03-18,1507.514663149186
1982-03-19,1701.507012394053
1982-03-20,1945.719504665959
1982-03-21,1555.2707749171925
1982-03-22,1421.811036723723
1982-03-23,1902.920052093416
1982-03-24,2011.451727896663
1982-03-25,1772.7397973654097
1982-03-26,1703.8461334830229
1982-03-27,1458.5662731560544
1982-03-28,1538.8048865843314
1982-03-29,1557.7368003587271
1982-03-30,1976.36887947481
1982-03-31,2233.985561608655
1982-04-01,1778.4717500990178
1982-04-02,1569.2778861652655
1982-04-03,1886.772706017882
1982-04-04,1878.9436589822528
1982-04-05,1781.4303883720395
1982-04-06,1901.7553880437015
1982-04-07,2499.400166001805
1982-04-08,3106.7661887675285
1982-04-09,2914.336445235549
1982-04-10,2552.565578859795
1982-04-11,2725.963529017303
1982-04-12,2269.864960553921
1982-04-13,1835.9464107769816
1982-04-14,2174.808909696736
1982-04-15,1985.8907694604
1982-04-16,1810.7699297884308
1982-04-17,1864.7647095696884
1982-04-18,1835.649532009288
1982-04-19,1591.4500488258195
1982-04-20,1462.7412434729815
1982-04-21,1461.8191102259984
1982-04-22,1531.8410410451993
1982-04-23,1717.175987220283
1982-04-24,2109.071178509162
1982-04-25,2165.394467613403
1982-04-26,2591.3652959814053
1982-04-27,2348.795302117928
1982-04-28,2105.1313159594847
1982-04-29,2404.001292454456
1982-04-30,2618.4036963207022
1982-05-01,2711.1922520855437
1982-05-02,2341.981905298941
1982-05-03,2778.181507618977
1982-05-04,2355.670849650685
1982-05-05,1774.3675779646965
1982-05-06,1542.6450391540795
1982-05-07,1989.1105985716963
1982-05-08,1865.177567326856
1982-05-09,1510.8749616754656
1982-05-10,1267.1993353626742
1982-05-11,1653.7853872398184
1982-05-12,1734.682446862185
1982-05-13,1763.865694528357
1982-05-14,1555.171834352152
1982-05-15,1545.0949351879458
1982-05-16,1498.2277548480458
1982-05-17,1261.777754831033
1982-05-18,1246.3284940547924
1982-05-19,1307.749767042462
1982-05-20,1211.9615604780124
1982-05-21,1204.2410064686885
1982-05-22,1505.1132182044605
1982-05-23,1667.4626548196354
1982-05-24,1843.2657587176573
1982-05-25,1912.050732740232
1982-05-26,1811.2994995299096
1982-05-27,1709.3705299199291
1982-05-28,1832.224936665433
1982-05-29,1900.1308914627407
1982-05-30,2178.8885661901286
1982-05-31,1731.0685741431168
1982-06-01,1456.9114820318816
1982-06-02,1479.0511209585884
1982-06-03,1497.0099336299709
1982-06-04,1434.696216444765
1982-06-05,1372.459631924531
1982-06-06,1488.7833976818536
1982-06-07,1489.14599372407
1982-06-08,1587.7661325979975
1982-06-09,1531.3656977409055
1982-06-10,1588.206495725622
1982-06-11,1871.7412449172016
1982-06-12,2399.196824693775
1982-06-13,2516.951947705851
1982-06-14,2381.7308774713624
1982-06-15,1950.1631799263048
1982-06-16,1681.6202946689782
1982-06-17,1869.227667888304
